Price,Close,High,Low,Open,Volume,Year,Month,Day
Ticker,ABBV,ABBV,ABBV,ABBV,ABBV,,,
Date,,,,,,,,
2023-01-03,147.79823303222656,148.38076028981598,146.3692128241372,147.4887545762061,4937500,2023,1,3
2023-01-04,148.99058532714844,149.52759979603553,147.0063428361892,147.81641998217734,4440400,2023,1,4
2023-01-05,148.80856323242188,149.718762989181,147.76182517902126,148.44447499659057,3516000,2023,1,5
2023-01-06,151.59373474121094,153.01364378811084,149.38194265773788,150.0372874314675,5099100,2023,1,6
2023-01-09,147.14288330078125,151.34800136943707,146.43292866291844,151.00212104741087,7833000,2023,1,9
2023-01-10,145.30429077148438,147.83464502177083,144.08462641256426,147.6617048432508,5936200,2023,1,10
2023-01-11,143.0560760498047,145.03120760608866,141.13555424986725,144.9219880933956,7492000,2023,1,11
2023-01-12,139.86767578125,142.6609801559196,139.4082497049801,142.42208364366488,7665100,2023,1,12
2023-01-13,141.13568115234375,141.3286322322327,139.05906653640767,139.74820557715043,6019300,2023,1,13
2023-01-17,140.42819213867188,142.51399068810287,140.19847907439097,141.31947994972762,8507000,2023,1,17
2023-01-18,137.0927276611328,140.0514324831678,136.97328642460783,139.77577405479389,6190800,2023,1,18
2023-01-19,136.64251708984375,138.32400428092512,135.3744965648592,136.8630326450954,7169900,2023,1,19
2023-01-20,137.45108032226562,137.56135210668762,135.20907898681065,137.3040606234164,7059000,2023,1,20
2023-01-23,136.49549865722656,138.22293127876668,136.03607255203266,137.6991928095431,7616400,2023,1,23
2023-01-24,135.7052764892578,136.7895152980812,134.55671129995957,136.06362826749603,5171400,2023,1,24
2023-01-25,135.7971649169922,135.97174908400223,134.61185170921883,135.4204461582874,5744300,2023,1,25
2023-01-26,135.43878173828125,136.6332921648541,135.17232082232155,135.9165887130242,4577800,2023,1,26
2023-01-27,134.40968322753906,135.6960705512829,134.16158923632764,135.3560997629871,4591500,2023,1,27
2023-01-30,133.83082580566406,135.18153974693516,133.47247398577005,134.03297442412455,4573400,2023,1,30
2023-01-31,135.76039123535156,135.8522820491533,132.69142873412198,133.81242936376842,5628700,2023,1,31
2023-02-01,134.70375061035156,135.47558316493502,133.46329441717776,134.73131505726002,5439900,2023,2,1
2023-02-02,133.0865478515625,134.08809337385244,131.80016039362783,134.08809337385244,6160800,2023,2,2
2023-02-03,133.4173583984375,134.8875277664749,132.95793222349758,134.0789332119969,6553000,2023,2,3
2023-02-06,133.251953125,134.45564729221047,133.0589879893792,133.913527846311,4297000,2023,2,6
2023-02-07,133.36221313476562,133.6562525805188,132.0023157495884,132.84765812527004,5401900,2023,2,7
2023-02-08,132.87521362304688,134.47402145537947,132.74657487933538,133.61029816735743,5753800,2023,2,8
2023-02-09,136.63331604003906,141.22757692921707,135.89823149365628,136.44954840858625,12216900,2023,2,9
2023-02-10,139.71145629882812,140.74974957608075,136.69762271174193,137.54296491099103,8956700,2023,2,10
2023-02-13,141.25514221191406,141.30108762519305,138.98557619753396,139.6839128300027,5602600,2023,2,13
2023-02-14,140.2076416015625,141.50322645547493,139.4449926596262,141.42971660341917,4662800,2023,2,14
2023-02-15,138.8018035888672,141.03462160491932,138.59047152004618,140.23521070012478,5648100,2023,2,15
2023-02-16,137.3959503173828,138.28723795608758,136.66086584971484,137.01003412648538,3757500,2023,2,16
2023-02-17,139.03150939941406,139.1050192500896,136.5506115265385,137.04678549288545,4562400,2023,2,17
2023-02-21,139.66554260253906,140.60277582734278,137.6624514187723,137.6624514187723,8466100,2023,2,21
2023-02-22,138.44345092773438,139.80334817581863,138.04835123547807,138.74667381788436,6041700,2023,2,22
2023-02-23,139.7298583984375,141.10813667490783,137.06517865158517,138.65478900468756,5993300,2023,2,23
2023-02-24,140.3179168701172,140.56599685381622,138.66398020926854,139.02233198407149,5621100,2023,2,24
