Date,Close,High,Low,Open,Volume,Year,Month,Day,MA5,MA10,MA20,RSI,MACD,Signal_Line,MACD_Histogram,VWAP,SMA,Std_dev,Upper_band,Lower_band,Relative_Performance,ROC,ATR,Close_yes,Open_yes,High_yes,Low_yes
2021-03-17,122.04530334472656,123.12136654730853,119.67795534298575,121.35075339157471,111932600,2021.0,3.0,17.0,119.8403533935547,118.718310546875,121.12478218078611,55.39960832481785,-1.4622781392222493,-2.0187880366941355,0.5565098974718863,120.73512332608348,120.82739639282228,3.390546160453545,127.60848871372936,114.04630407191516,32.52913906681456,-0.6450636781368368,4.014280241275074,122.83768463134766,122.96485323576836,124.45178328205832,122.00618152746164
2021-03-18,117.9073486328125,120.49968794214433,117.70191898445727,120.20621275113163,121229700,2021.0,3.0,18.0,120.77554931640626,118.98243408203123,120.82739639282228,49.06098807181271,-1.5610329954649416,-1.927237028448297,0.3662040329833553,120.60623086499376,120.3783836364746,3.130399155146398,126.6391819467674,114.1175853261818,31.890234390153918,-3.3905071301482903,4.054807550196849,122.04530334472656,121.35075339157471,123.12136654730853,119.67795534298575
2021-03-19,117.37909698486328,118.787765950923,117.07584476265258,117.2910589061766,185549500,2021.0,3.0,19.0,120.49577331542967,119.02156448364258,120.3783836364746,38.13870534968803,-1.662755216625797,-1.874340666083797,0.211585449458,120.39577436773286,119.89513244628908,2.7728155263636416,125.44076349901636,114.34950139356178,31.80620761649814,-0.4480226670131482,3.711026062501184,117.9073486328125,120.20621275113164,120.49968794214432,117.70191898445728
2021-03-22,120.70510864257812,121.17466742071305,117.64321821066616,117.71169475504172,111912300,2021.0,3.0,22.0,120.29229888916016,118.88167572021484,119.89513244628908,47.42634483930057,-1.4581804688671696,-1.7911086266404717,0.3329281577733021,120.40748112127903,119.7674716949463,2.666563664976377,125.10059902489904,114.43434436499354,32.44835253400552,2.8335638483773185,3.7229045210504745,117.37909698486328,117.2910589061766,118.787765950923,117.07584476265258
2021-03-23,119.87361145019531,121.53661758792646,119.4823136932633,120.64642246770546,95467100,2021.0,3.0,23.0,120.17490844726562,119.56937866210936,119.7674716949463,50.76431133988457,-1.3476139272079737,-1.7024096867539722,0.3547957595459987,120.39078481171676,119.60508346557616,2.547815022362063,124.7007135103003,114.50945342085204,32.480483480634554,-0.6888666119716391,3.5992266185278927,120.70510864257812,117.71169475504172,121.17466742071304,117.64321821066616
2021-03-24,117.47692108154297,120.22578250026773,117.45735955159839,120.14752145372104,88530500,2021.0,3.0,24.0,119.58209381103516,119.71122360229492,119.60508346557616,49.937353094962354,-1.4368192709605694,-1.6492916035952918,0.2124723326347224,120.30865940304442,119.3478057861328,2.4861347693739515,124.32007532488072,114.3755362473849,31.993719995631647,-1.9993477627460288,3.448997245191182,119.87361145019533,120.64642246770546,121.53661758792646,119.4823136932633
2021-03-25,117.96603393554688,119.0127585740185,116.41063491697949,116.93888575254493,98844700,2021.0,3.0,25.0,118.66841735839844,119.72198333740236,119.3478057861328,48.66686174866291,-1.451317939154336,-1.6096968707071009,0.1583789315527648,120.23719070196074,119.32824096679688,2.495860276725053,124.31996152024698,114.33652041334676,31.94719830355942,0.4163480362788796,3.3295121801224434,117.47692108154295,120.14752145372104,120.22578250026773,117.4573595515984
2021-03-26,118.57255554199219,118.8366847131395,116.3323834208923,117.731267934474,94071200,2021.0,3.0,26.0,118.6801544189453,119.5879638671875,119.32824096679688,59.08582462448001,-1.3977545688301092,-1.5673084103317028,0.1695538415015935,120.19022234181818,119.32579612731934,2.4966128911754346,124.3190219096702,114.33257034496847,31.6021891433948,0.5141493582607737,3.1443449166192434,117.96603393554688,116.93888575254492,119.0127585740185,116.41063491697948
2021-03-29,118.74861907958984,119.91272771562944,118.10298420128883,119.00296371086384,80819200,2021.0,3.0,29.0,118.9188461303711,119.60557250976562,119.32579612731934,50.6774731716115,-1.325815183738328,-1.519009765013028,0.1931945812746998,120.15610399755822,119.01275901794432,2.1088637330734588,123.23048648409124,114.79503155179742,31.66511304101572,0.148485909570617,2.87532820393051,118.5725555419922,117.731267934474,118.8366847131395,116.3323834208923
2021-03-30,117.29106140136719,117.78018175127832,116.27369017794591,117.49649105272375,85671900,2021.0,3.0,30.0,118.52754821777344,119.35122833251953,119.01275901794432,49.82237266346806,-1.3706158200774752,-1.4893309760259177,0.1187151559484422,120.0859849552754,118.75743827819824,1.982860471660943,122.72315922152012,114.79171733487637,31.359641947577888,-1.2274312657444386,2.8620505592822627,118.74861907958984,119.00296371086384,119.91272771562944,118.10298420128883
2021-03-31,119.49210357666016,120.83228856558793,118.51386287192022,119.00298322429019,118323800,2021.0,3.0,31.0,118.01103820800782,118.79656600952148,118.75743827819824,50.41687099841998,-1.2145147682391553,-1.434367734468565,0.2198529662294097,120.066567108644,118.76184005737304,1.9844685481153648,122.73077715360378,114.79290296114232,31.819149785986585,1.876564291426308,2.8893020911348515,117.2910614013672,117.49649105272375,117.78018175127832,116.27369017794592
2021-04-01,120.32359313964844,121.47791733984869,119.82468834663912,120.96923551452913,75089100,2021.0,4.0,1.0,118.41407470703123,118.54124603271484,118.76184005737304,54.33728451976532,-1.0120430984609072,-1.3499028072670336,0.3378597088061263,120.07179184178324,118.9022174835205,1.990994764925844,122.8842070133722,114.9202279536688,31.698253597219907,0.6958531468607365,2.8354984435745414,119.49210357666016,119.0029832242902,120.83228856558792,118.51386287192022
2021-04-05,123.1604995727539,123.41484423200751,120.39207673653289,121.17467224344372,88651200,2021.0,4.0,5.0,118.88558654785156,118.78287048339844,118.9022174835205,54.21634226024868,-0.6155722673788091,-1.2030366992893886,0.5874644319105795,120.14418074032596,119.12134323120117,2.206143975907688,123.53363118301654,114.7090552793858,31.986507441771806,2.357730814947434,2.8061518462208164,120.32359313964844,120.96923551452912,121.47791733984867,119.82468834663912
2021-04-06,123.46375274658203,124.36373236215869,122.9159403655152,123.74744343345849,80171300,2021.0,4.0,6.0,119.80317535400393,119.3610107421875,119.12134323120117,51.496715470121146,-0.2737407674235896,-1.0171775129162288,0.7434367454926392,120.2130781599153,119.60312690734864,2.034827290481146,123.67278148831092,115.53347232638636,32.084216562698785,0.2462260017457751,2.683871100980526,123.1604995727539,121.17467224344372,123.41484423200752,120.39207673653289
2021-04-07,125.11697387695312,125.13653540500879,122.41702773888204,123.09201613924569,83466700,2021.0,4.0,7.0,120.74620208740234,119.63687515258788,119.60312690734864,57.053018602969416,0.1290763756184674,-0.7879267352092896,0.917003110827757,120.31680045277758,119.9362174987793,2.3567999958055856,124.64981749039048,115.22261750716812,32.47625275316765,1.3390335977916168,2.632163705395096,123.46375274658205,123.74744343345849,124.36373236215869,122.9159403655152
2021-04-08,127.52344512939453,127.55279115323391,125.72348600899966,126.14412230187551,88844600,2021.0,4.0,8.0,122.31138458251954,120.16121139526368,119.9362174987793,73.98736077959241,0.6351721132323007,-0.5033069655209715,1.138479078753272,120.4754769519033,120.44392356872558,2.8224419122839888,126.08880739329356,114.7990397441576,32.94451010011022,1.923377122921832,2.495908913681631,125.11697387695312,123.09201613924569,125.1365354050088,122.41702773888204
2021-04-09,130.10601806640625,130.1451411281215,126.65282945773264,126.97565069226758,106686700,2021.0,4.0,9.0,123.9176528930664,121.16586380004884,120.44392356872558,78.79600881482818,1.2304646534807375,-0.1565526417206297,1.3870172952013673,120.72354791754344,120.98391304016111,3.536183910710014,128.05628086158114,113.9115452187411,33.36908981885668,2.0251750055774176,2.623079662404377,127.52344512939452,126.14412230187553,127.55279115323393,125.72348600899966
2021-04-12,128.38430786132812,129.9592758997672,127.78758046970171,129.6364546951069,91420000,2021.0,4.0,12.0,125.87413787841795,122.37986221313476,120.98391304016111,68.73513701863298,1.5454951498118137,0.1838569165858589,1.3616382332259545,120.88899009307544,121.483304977417,3.843452858718031,129.17021069485304,113.79639925998092,32.91551436073251,-1.3233132722572205,2.517570173894004,130.10601806640625,126.97565069226758,130.1451411281215,126.65282945773264
2021-04-13,131.50491333007812,131.72991947803646,129.0593111487397,129.5582235468663,91266500,2021.0,4.0,13.0,126.9188995361328,123.36103744506836,121.483304977417,75.52602903582496,2.0236386227941523,0.5518132578275177,1.4718253649666346,121.11303678530837,121.99394760131835,4.447657038666011,130.88926167865037,113.09863352398634,33.61595790922875,2.4306751508296864,2.609806439754373,128.38430786132812,129.6364546951069,129.9592758997672,127.78758046970172
2021-04-14,129.15711975097656,132.06249585390395,128.79517546483183,132.0038037995852,87222800,2021.0,4.0,14.0,128.52713165283205,124.63666687011718,121.99394760131835,75.68846979008555,2.1879026694155925,0.8790311401451327,1.3088715292704598,121.27207574152816,122.3099193572998,4.72648634152902,131.76289204035783,112.85694667424175,33.12894055927224,-1.7853276502366011,2.645441971211715,131.50491333007812,129.5582235468663,131.72991947803646,129.0593111487397
2021-04-15,131.5733642578125,132.06248457103857,130.73207672199297,130.90816779667338,89347100,2021.0,4.0,15.0,129.3351608276367,125.82327270507812,122.3099193572998,77.58825724084636,2.484415057833374,1.200107923682781,1.284307134150593,121.47656067757693,122.7863224029541,5.158824744521697,133.1039718919975,112.46867291391072,33.390021196185415,1.8707791808106444,2.667102054284786,129.15711975097656,132.0038037995852,132.06249585390395,128.79517546483183
2021-04-16,131.24075317382812,131.7396504708216,130.37989673029497,131.37770625104787,84922400,2021.0,4.0,16.0,130.1451446533203,127.03139877319336,122.7863224029541,75.97268157536124,2.661879833423086,1.492462305630842,1.1694175277922438,121.6573739234995,123.45299263000489,5.353012004696884,134.15901663939866,112.74696862061111,33.194667699956426,-0.2527951503411008,2.585348657733316,131.5733642578125,130.90816779667338,132.06248457103857,130.73207672199297
2021-04-19,131.90597534179688,132.5222717730815,130.4386142591335,130.60491339062307,94264200,2021.0,4.0,19.0,130.3720916748047,128.12311477661132,123.45299263000489,76.44513851426055,2.8236505304504647,1.758699950594767,1.0649505798556975,121.8637914672251,124.17933654785156,5.469769607406631,135.11887576266483,113.2397973330383,33.52763607203311,0.5068716476258395,2.60491394341956,131.24075317382812,131.37770625104787,131.7396504708216,130.37989673029497
2021-04-20,130.21359252929688,132.58093272949054,128.94187690393258,132.08203545204475,94812300,2021.0,4.0,20.0,131.07642517089843,128.99766235351564,124.17933654785156,75.73027795314968,2.783210703700391,1.963602101215892,0.8196086024844988,122.02958437629589,124.6547607421875,5.564315979263733,135.78339270071498,113.52612878366004,33.34158504233963,-1.283022098214026,2.688065866556276,131.90597534179688,130.60491339062307,132.5222717730815,130.4386142591335
2021-04-21,130.59510803222656,130.83966815962773,128.44298189644934,129.47991444834784,68847100,2021.0,4.0,21.0,130.8181610107422,129.67264633178712,124.6547607421875,73.83437348199058,2.750243862990871,2.120930453570888,0.629313409419983,122.1513284088985,125.19083557128906,5.595822910889758,136.3824813930686,113.99918974950954,33.1258379012879,0.292992072117082,2.606312945053251,130.21359252929688,132.08203545204475,132.58093272949054,128.94187690393258
2021-04-22,129.06907653808594,131.2309800623084,128.55061017652483,130.1451323202757,84566500,2021.0,4.0,22.0,131.1057586669922,130.22045974731446,125.19083557128906,68.22997973259235,2.5713386251475185,2.211012087886214,0.3603265372613045,122.2700294473706,125.77044334411622,5.349711353677875,136.46986605147197,115.07102063676048,33.04051943169815,-1.1685211775038673,2.655924096667182,130.59510803222656,129.47991444834784,130.8396681596277,128.44298189644934
2021-04-23,131.39730834960938,132.17988902990155,129.28430468857326,129.28430468857326,78657500,2021.0,4.0,23.0,130.6049011230469,130.3750228881836,125.77044334411622,67.54164620765472,2.5875955932818187,2.286328788965335,0.3012668043164836,122.41341199352964,126.44200706481934,5.158037502873366,136.75808207056608,116.1259320590726,33.27573077895373,1.8038649333920187,2.657321339485506,129.06907653808594,130.1451323202757,131.2309800623084,128.55061017652483
2021-04-26,131.78857421875,132.12117243879302,130.65381154555584,131.89618128132474,66905100,2021.0,4.0,26.0,130.63621215820314,130.5041519165039,126.44200706481934,67.66287007980699,2.60205635738366,2.349474302649,0.2525820547346598,122.53703183849288,127.10280799865724,4.938708665217833,136.9802253290929,117.22539066822156,33.305288736846336,0.2977731234033998,2.658719117813628,131.39730834960938,129.28430468857326,132.17988902990157,129.28430468857326
2021-04-27,131.4657440185547,132.46355353704712,131.19183786473573,132.07224836961583,66015800,2021.0,4.0,27.0,130.61273193359375,130.8445785522461,127.10280799865724,64.27620991953884,2.5579801154833746,2.391175465215875,0.1668046502674993,122.65170793299188,127.73866424560546,4.614522255026967,136.9677087556594,118.50961973555152,33.23086197666364,-0.2449606895810752,2.555305403969673,131.78857421875,131.89618128132474,132.12117243879302,130.65381154555584
2021-04-28,130.6733856201172,132.0820545207044,130.18426530334483,131.38749710310995,107760100,2021.0,4.0,28.0,130.8631622314453,130.84066162109374,127.73866424560546,57.637561346487175,2.4310885994128317,2.3991580920552664,0.0319305073575648,122.8164287674198,128.40778045654298,3.94093464389067,136.28964974432432,120.52591116876164,33.040074976853305,-0.6027109224176819,2.5168748283324427,131.4657440185547,132.07224836961583,132.46355353704712,131.19183786473573
2021-04-29,130.5755615234375,134.08745690189525,129.567974819212,133.50050652437227,151101000,2021.0,4.0,29.0,130.87881774902343,130.9922882080078,128.40778045654298,51.29446189725409,2.29616382441543,2.3785592385273,-0.0823954141118692,123.03358770046736,128.96195335388182,3.3572872821712343,135.67652791822428,122.24737878953935,32.80627483357642,-0.074861530690018,2.590244143496327,130.6733856201172,131.38749710310995,132.0820545207044,130.18426530334483
2021-04-30,128.5995330810547,130.65382966034915,128.21801979298792,128.91256235309382,109839500,2021.0,4.0,30.0,131.18011474609375,130.89250793457032,128.96195335388182,50.5851390851337,2.006654522966244,2.304178295415088,-0.2975237724488444,123.1445684527142,129.37575035095216,2.6778005720834868,134.73135149511913,124.0201492067852,32.52350457233163,-1.513321803351486,2.598627877114662,130.5755615234375,133.50050652437227,134.08745690189525,129.567974819212
